RS	0996	MAMPITUBA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01613501000106	MUNICIPIO DE MAMPITUBA [PREF MUN-GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	252,49
GO	1068	VILA PROPICIO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01612817000183	MUNICIPIO DE VILA PROPICIO [PREFEITURA MUNICIPAL DE VILA PROPICIO]	STN - Transferências a Municípios	 	 	18502,99
MT	1080	COLNIZA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	04213687000102	MUNICIPIO DE COLNIZA [PREFEITURA MUNICIPAL DE COLNIZA]	STN - Transferências a Municípios	 	 	200,89
SC	1192	BALNEARIO RINCÃO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	17243084000197	MUNICIPIO DE BALNEARIO RINCAO [MUNICIPIO DE BALNEARIO RINCAO]	STN - Transferências a Municípios	 	 	1275,10
CE	1239	CHOROZINHO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	23555279000175	MUNICIPIO DE CHOROZINHO [PREFEITURA MUNICIPAL DE CHOROZINHO]	STN - Transferências a Municípios	 	 	3668,24
CE	1447	JUAZEIRO DO NORTE	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	07974082000114	MUNICIPIO DE JUAZEIRO DO NORTE [JUAZEIRO DO NORTE PREFEITURA GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	22011,92
RN	1651	CEARA-MIRIM	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	08004061000139	MUNICIPIO DE CEARA-MIRIM [CEARA MIRIM GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	112,35
RN	1659	CRUZETA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	08106510000150	MUNICIPIO DE CRUZETA [CRUZETA GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	957,26
RN	1763	NISIA FLORESTA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	08167306000149	MUNICIPIO DE NISIA FLORESTA [PREFEITURA MUNICIPAL DE NISIA FLORESTA]	STN - Transferências a Municípios	 	 	111,65
RN	1875	TAIPU	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	08114753000130	MUNICIPIO DE TAIPU [TAIPU GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	20,14
PB	2003	CUITE	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	08732174000150	MUNICIPIO DE CUITE [CUITE GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	25,92
PB	2029	GURINHEM	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	08809444000184	MUNICIPIO DE GURINHEM [GURINHEM GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	370,69
PE	2327	BARREIROS	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	10110989000140	MUNICIPIO DE BARREIROS [BARREIROS GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	602,73
PE	2339	BODOCO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	11040862000164	MUNICIPIO DE BODOCO [PREFEITURA MUNICIPAL DE BODOCO]	STN - Transferências a Municípios	 	 	1593,06
PE	2423	GOIANA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	10150043000107	MUNICIPIO DE GOIANA [GOIANA GABINETE PREFEITO]	STN - Transferências a Municípios	 	 	2501,67
MG	2675	DURANDE	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	66232547000120	MUNICIPIO DE DURANDE [PREFEITURA MUNICIPAL DE DURANDE]	STN - Transferências a Municípios	 	 	2579,81
AL	2707	ATALAIA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	12200143000126	MUNICIPIO DE ATALAIA [ATALAIA GAB PREFEITO]	STN - Transferências a Municípios	 	 	7953,99
MG	2899	PEDRAS DE MARIA DA CRUZ	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	25209156000108	MUNICIPIO DE PEDRAS DE MARIA DA CRUZ [PREFEITURA MUNICIPAL DE PEDRA DE MARIA DA CRUZ]	STN - Transferências a Municípios	 	 	983,83
RO	0009	CACOAL	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	04092714000128	MUNICIPIO DE CACOAL [PREFEITURA DO MUNICIPIO DE CACOAL]	STN - Transferências a Municípios	 	 	11908,07
RR	0028	CANTA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01612682000156	MUNICIPIO DE CANTA [PREFEITURA MUNICIPAL DE CANTA]	STN - Transferências a Municípios	 	 	16,77
RO	0043	SANTA LUZIA D'OESTE	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	15845365000194	MUNICIPIO DE SANTA LUZIA D'OESTE [PREFEITURA MUNICIPAL DE SANTA LUZIA D OESTE]	STN - Transferências a Municípios	 	 	1054,24
TO	0102	TUPIRAMA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01613619000134	MUNICIPIO DE TUPIRAMA [PREFEITURA MUNICIPAL DE TUPIRAMA]	STN - Transferências a Municípios	 	 	91,78
